-41.127460 174.825860 622.00 NZ.PWES
-40.029679 176.862007 1000.00 NZ.PWZ
-40.030644 176.862145 1000.00 NZ.PXZ
-46.166252 166.680692 1000.00 NZ.PYZ
-41.279626 174.023145 268.00 NZ.QCCS
-40.825522 172.529148 1000.00 NZ.QRZ
-45.032156 168.662886 270.00 NZ.QTPS
-38.866498 175.772176 657.00 NZ.RATZ
-43.557934 172.732650 433.00 NZ.RCBS
-42.119700 171.864383 300.00 NZ.RDCS
-43.521947 172.635146 155.00 NZ.REHS
-43.536172 172.564404 286.00 NZ.RHSC
-43.751461 172.023147 452.00 NZ.RKAC
-45.687603 166.685930 1500.00 NZ.RLNS
-43.592818 172.381093 447.00 NZ.ROLC
-38.135724 176.255191 264.00 NZ.ROTS
-38.438041 176.343755 374.00 NZ.RPCS
-43.714608 171.053865 1000.00 NZ.RPZ
-46.147434 167.472523 278.00 NZ.RRKS
-38.615440 176.980518 1000.00 NZ.RTZ
-43.506740 172.616190 185.00 NZ.SACS
-43.808703 172.252380 200.00 NZ.SBRC
-42.938573 172.921623 275.00 NZ.SCAC
-45.265788 166.951482 1500.00 NZ.SCTS
-41.663840 174.137280 292.00 NZ.SDNS
-41.326447 174.837638 305.00 NZ.SEAS
-41.672290 174.076450 273.00 NZ.SEDS
-41.245987 174.902922 209.00 NZ.SEVS
-43.391152 172.025759 500.00 NZ.SHFC
-43.505337 172.663391 201.00 NZ.SHLC
-42.334576 172.180286 294.00 NZ.SJFS
-45.898626 170.509715 140.00 NZ.SKFS
-43.675130 172.317520 327.00 NZ.SLRC
-43.262160 172.334630 500.00 NZ.SMHS
-43.467529 172.613861 219.00 NZ.SMTC
-41.204326 174.915936 233.00 NZ.SOCS
-41.257460 174.865000 1000.00 NZ.SOMS
-43.336800 171.930080 500.00 NZ.SPRS
-43.513610 172.641120 180.00 NZ.STAS
-43.606541 172.644913 1000.00 NZ.STKS
-41.281275 174.776845 493.74 NZ.STSB
-43.569210 172.756810 604.00 NZ.SUMS
-43.369433 172.495355 546.00 NZ.SWNC
-46.536890 169.138823 800.00 NZ.SYZ
-37.541973 175.692810 263.00 NZ.TACS
-45.416674 167.719111 264.00 NZ.TAFS
-41.180384 174.954772 510.00 NZ.TAIS
-38.372804 178.300779 215.00 NZ.TBAS
-37.702697 176.156675 209.00 NZ.TBCS
-41.210365 174.276328 1000.00 NZ.TCW
-41.263389 174.787386 485.95 NZ.TDFB
-37.633320 178.365372 214.00 NZ.TDHS
-42.214960 172.790190 800.00 NZ.TENS
-41.290588 174.781064 292.00 NZ.TEPS
-41.275427 174.783054 248.00 NZ.TFSS
-39.679955 175.795593 466.00 NZ.THHS
-40.789402 175.092971 258.00 NZ.THOB
-41.762474 172.905218 800.00 NZ.THZ
-38.468911 175.909709 600.00 NZ.TIRS
-44.013314 170.460576 308.00 NZ.TKAS
-38.332806 175.155550 279.00 NZ.TKHS
-38.329400 175.538000 622.00 NZ.TLZ
-46.071840 170.195710 295.00 NZ.TMBS
-41.078084 175.155440 800.00 NZ.TMDS
-37.141000 175.545000 459.00 NZ.TMHS
-39.115610 175.704064 636.00 NZ.TMVZ
-43.822430 172.780840 674.00 NZ.TOKS
-37.730956 175.501847 800.00 NZ.TOZ
-43.549997 172.471954 398.00 NZ.TPLC
-38.686325 176.067470 454.00 NZ.TPPS
-43.566694 172.693308 184.30 NZ.TRAB
